@relation segment0-weka.filters.supervised.attribute.Discretize-Rfirst-last

@attribute Region-centroid-col {'\'(-inf-151.5]\'','\'(151.5-inf)\''}
@attribute Region-centroid-row {'\'(-inf-49.5]\'','\'(49.5-149.5]\'','\'(149.5-inf)\''}
@attribute Region-pixel-count {'\'All\''}
@attribute Short-line-density-5 {'\'All\''}
@attribute Short-line-density-2 {'\'All\''}
@attribute Vedge-mean {'\'(-inf-0.277778]\'','\'(0.277778-0.611111]\'','\'(0.611111-2.277778]\'','\'(2.277778-inf)\''}
@attribute Vegde-sd {'\'(-inf-0.033333]\'','\'(0.033333-0.269415]\'','\'(0.269415-5.498149]\'','\'(5.498149-inf)\''}
@attribute Hedge-mean {'\'(-inf-0.277778]\'','\'(0.277778-4.527778]\'','\'(4.527778-inf)\''}
@attribute Hedge-sd {'\'(-inf-0.02963]\'','\'(0.02963-0.211111]\'','\'(0.211111-9.557409]\'','\'(9.557409-inf)\''}
@attribute Intensity-mean {'\'(-inf-3.796296]\'','\'(3.796296-4.907407]\'','\'(4.907407-6.851852]\'','\'(6.851852-17.166666]\'','\'(17.166666-28.685185]\'','\'(28.685185-inf)\''}
@attribute Rawred-mean {'\'(-inf-4.055556]\'','\'(4.055556-6.388889]\'','\'(6.388889-8.611111]\'','\'(8.611111-16.944445]\'','\'(16.944445-18.5]\'','\'(18.5-24.277778]\'','\'(24.277778-26.222222]\'','\'(26.222222-inf)\''}
@attribute Rawblue-mean {'\'(-inf-4.722222]\'','\'(4.722222-6.166667]\'','\'(6.166667-8.833334]\'','\'(8.833334-19.833335]\'','\'(19.833335-38.444447]\'','\'(38.444447-inf)\''}
@attribute Rawgreen-mean {'\'(-inf-1.722222]\'','\'(1.722222-2.722222]\'','\'(2.722222-4.055556]\'','\'(4.055556-11.833334]\'','\'(11.833334-18.055555]\'','\'(18.055555-22.166666]\'','\'(22.166666-inf)\''}
@attribute Exred-mean {'\'(-inf--9.388889]\'','\'(-9.388889--6.388889]\'','\'(-6.388889-0.055556]\'','\'(0.055556-inf)\''}
@attribute Exblue-mean {'\'(-inf-0.166667]\'','\'(0.166667-2.055556]\'','\'(2.055556-5.388889]\'','\'(5.388889-14.722223]\'','\'(14.722223-23.055555]\'','\'(23.055555-29.5]\'','\'(29.5-inf)\''}
@attribute Exgreen-mean {'\'(-inf--20.5]\'','\'(-20.5--13.722223]\'','\'(-13.722223--8.5]\'','\'(-8.5--6.388889]\'','\'(-6.388889--5.055556]\'','\'(-5.055556-inf)\''}
@attribute Value-mean {'\'(-inf-5.388889]\'','\'(5.388889-6.611111]\'','\'(6.611111-8.722223]\'','\'(8.722223-20.166666]\'','\'(20.166666-38.444447]\'','\'(38.444447-inf)\''}
@attribute Saturatoin-mean {'\'(-inf-0.368386]\'','\'(0.368386-0.451453]\'','\'(0.451453-0.527998]\'','\'(0.527998-0.617328]\'','\'(0.617328-0.716915]\'','\'(0.716915-inf)\''}
@attribute Hue-mean {'\'(-inf--2.018778]\'','\'(-2.018778--1.889446]\'','\'(-1.889446--1.675692]\'','\'(-1.675692--1.51262]\'','\'(-1.51262--0.287933]\'','\'(-0.287933-inf)\''}
@attribute Class {positive,negative}

@data
'\'(151.5-inf)\'','\'(49.5-149.5]\'','\'All\'','\'All\'','\'All\'','\'(2.277778-inf)\'','\'(0.269415-5.498149]\'','\'(0.277778-4.527778]\'','\'(0.211111-9.557409]\'','\'(17.166666-28.685185]\'','\'(18.5-24.277778]\'','\'(19.833335-38.444447]\'','\'(22.166666-inf)\'','\'(-inf--9.388889]\'','\'(14.722223-23.055555]\'','\'(-13.722223--8.5]\'','\'(20.166666-38.444447]\'','\'(-inf-0.368386]\'','\'(-inf--2.018778]\'',negative
'\'(151.5-inf)\'','\'(149.5-inf)\'','\'All\'','\'All\'','\'All\'','\'(0.277778-0.611111]\'','\'(0.033333-0.269415]\'','\'(-inf-0.277778]\'','\'(-inf-0.02963]\'','\'(-inf-3.796296]\'','\'(-inf-4.055556]\'','\'(-inf-4.722222]\'','\'(-inf-1.722222]\'','\'(-6.388889-0.055556]\'','\'(2.055556-5.388889]\'','\'(-5.055556-inf)\'','\'(-inf-5.388889]\'','\'(0.716915-inf)\'','\'(-inf--2.018778]\'',negative
'\'(-inf-151.5]\'','\'(49.5-149.5]\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.277778]\'','\'(0.033333-0.269415]\'','\'(-inf-0.277778]\'','\'(0.02963-0.211111]\'','\'(-inf-3.796296]\'','\'(-inf-4.055556]\'','\'(-inf-4.722222]\'','\'(-inf-1.722222]\'','\'(-6.388889-0.055556]\'','\'(0.166667-2.055556]\'','\'(-5.055556-inf)\'','\'(-inf-5.388889]\'','\'(-inf-0.368386]\'','\'(-inf--2.018778]\'',negative
'\'(-inf-151.5]\'','\'(149.5-inf)\'','\'All\'','\'All\'','\'All\'','\'(0.611111-2.277778]\'','\'(0.269415-5.498149]\'','\'(0.277778-4.527778]\'','\'(0.211111-9.557409]\'','\'(28.685185-inf)\'','\'(26.222222-inf)\'','\'(38.444447-inf)\'','\'(22.166666-inf)\'','\'(-inf--9.388889]\'','\'(29.5-inf)\'','\'(-inf--20.5]\'','\'(38.444447-inf)\'','\'(-inf-0.368386]\'','\'(-inf--2.018778]\'',negative
'\'(151.5-inf)\'','\'(149.5-inf)\'','\'All\'','\'All\'','\'All\'','\'(0.611111-2.277778]\'','\'(0.269415-5.498149]\'','\'(0.277778-4.527778]\'','\'(0.211111-9.557409]\'','\'(4.907407-6.851852]\'','\'(4.055556-6.388889]\'','\'(4.722222-6.166667]\'','\'(4.055556-11.833334]\'','\'(-6.388889-0.055556]\'','\'(-inf-0.166667]\'','\'(-5.055556-inf)\'','\'(6.611111-8.722223]\'','\'(0.368386-0.451453]\'','\'(-0.287933-inf)\'',negative
'\'(151.5-inf)\'','\'(49.5-149.5]\'','\'All\'','\'All\'','\'All\'','\'(0.611111-2.277778]\'','\'(0.269415-5.498149]\'','\'(-inf-0.277778]\'','\'(0.02963-0.211111]\'','\'(-inf-3.796296]\'','\'(-inf-4.055556]\'','\'(-inf-4.722222]\'','\'(-inf-1.722222]\'','\'(-6.388889-0.055556]\'','\'(2.055556-5.388889]\'','\'(-5.055556-inf)\'','\'(-inf-5.388889]\'','\'(0.716915-inf)\'','\'(-inf--2.018778]\'',negative
'\'(-inf-151.5]\'','\'(49.5-149.5]\'','\'All\'','\'All\'','\'All\'','\'(0.611111-2.277778]\'','\'(0.269415-5.498149]\'','\'(0.277778-4.527778]\'','\'(0.211111-9.557409]\'','\'(17.166666-28.685185]\'','\'(18.5-24.277778]\'','\'(19.833335-38.444447]\'','\'(11.833334-18.055555]\'','\'(-6.388889-0.055556]\'','\'(14.722223-23.055555]\'','\'(-20.5--13.722223]\'','\'(20.166666-38.444447]\'','\'(0.368386-0.451453]\'','\'(-1.889446--1.675692]\'',positive
'\'(151.5-inf)\'','\'(149.5-inf)\'','\'All\'','\'All\'','\'All\'','\'(2.277778-inf)\'','\'(0.269415-5.498149]\'','\'(0.277778-4.527778]\'','\'(0.211111-9.557409]\'','\'(28.685185-inf)\'','\'(26.222222-inf)\'','\'(38.444447-inf)\'','\'(22.166666-inf)\'','\'(-inf--9.388889]\'','\'(29.5-inf)\'','\'(-inf--20.5]\'','\'(38.444447-inf)\'','\'(-inf-0.368386]\'','\'(-2.018778--1.889446]\'',negative
'\'(151.5-inf)\'','\'(49.5-149.5]\'','\'All\'','\'All\'','\'All\'','\'(2.277778-inf)\'','\'(0.269415-5.498149]\'','\'(0.277778-4.527778]\'','\'(0.211111-9.557409]\'','\'(28.685185-inf)\'','\'(26.222222-inf)\'','\'(38.444447-inf)\'','\'(22.166666-inf)\'','\'(-9.388889--6.388889]\'','\'(23.055555-29.5]\'','\'(-20.5--13.722223]\'','\'(38.444447-inf)\'','\'(-inf-0.368386]\'','\'(-2.018778--1.889446]\'',negative
'\'(-inf-151.5]\'','\'(49.5-149.5]\'','\'All\'','\'All\'','\'All\'','\'(2.277778-inf)\'','\'(0.269415-5.498149]\'','\'(0.277778-4.527778]\'','\'(0.211111-9.557409]\'','\'(28.685185-inf)\'','\'(26.222222-inf)\'','\'(38.444447-inf)\'','\'(22.166666-inf)\'','\'(-6.388889-0.055556]\'','\'(14.722223-23.055555]\'','\'(-13.722223--8.5]\'','\'(38.444447-inf)\'','\'(-inf-0.368386]\'','\'(-1.889446--1.675692]\'',negative
'\'(151.5-inf)\'','\'(49.5-149.5]\'','\'All\'','\'All\'','\'All\'','\'(0.611111-2.277778]\'','\'(0.269415-5.498149]\'','\'(-inf-0.277778]\'','\'(0.211111-9.557409]\'','\'(-inf-3.796296]\'','\'(-inf-4.055556]\'','\'(-inf-4.722222]\'','\'(-inf-1.722222]\'','\'(-6.388889-0.055556]\'','\'(0.166667-2.055556]\'','\'(-5.055556-inf)\'','\'(-inf-5.388889]\'','\'(0.451453-0.527998]\'','\'(-2.018778--1.889446]\'',negative
'\'(151.5-inf)\'','\'(49.5-149.5]\'','\'All\'','\'All\'','\'All\'','\'(0.277778-0.611111]\'','\'(0.269415-5.498149]\'','\'(0.277778-4.527778]\'','\'(0.02963-0.211111]\'','\'(4.907407-6.851852]\'','\'(6.388889-8.611111]\'','\'(6.166667-8.833334]\'','\'(2.722222-4.055556]\'','\'(0.055556-inf)\'','\'(0.166667-2.055556]\'','\'(-8.5--6.388889]\'','\'(6.611111-8.722223]\'','\'(0.527998-0.617328]\'','\'(-1.51262--0.287933]\'',positive
'\'(-inf-151.5]\'','\'(49.5-149.5]\'','\'All\'','\'All\'','\'All\'','\'(2.277778-inf)\'','\'(0.269415-5.498149]\'','\'(0.277778-4.527778]\'','\'(0.211111-9.557409]\'','\'(4.907407-6.851852]\'','\'(-inf-4.055556]\'','\'(8.833334-19.833335]\'','\'(4.055556-11.833334]\'','\'(-inf--9.388889]\'','\'(14.722223-23.055555]\'','\'(-5.055556-inf)\'','\'(8.722223-20.166666]\'','\'(0.716915-inf)\'','\'(-inf--2.018778]\'',negative
'\'(-inf-151.5]\'','\'(-inf-49.5]\'','\'All\'','\'All\'','\'All\'','\'(0.277778-0.611111]\'','\'(0.033333-0.269415]\'','\'(0.277778-4.527778]\'','\'(0.211111-9.557409]\'','\'(28.685185-inf)\'','\'(26.222222-inf)\'','\'(38.444447-inf)\'','\'(22.166666-inf)\'','\'(-inf--9.388889]\'','\'(29.5-inf)\'','\'(-20.5--13.722223]\'','\'(38.444447-inf)\'','\'(-inf-0.368386]\'','\'(-inf--2.018778]\'',negative
'\'(-inf-151.5]\'','\'(149.5-inf)\'','\'All\'','\'All\'','\'All\'','\'(0.611111-2.277778]\'','\'(0.033333-0.269415]\'','\'(0.277778-4.527778]\'','\'(0.211111-9.557409]\'','\'(4.907407-6.851852]\'','\'(4.055556-6.388889]\'','\'(-inf-4.722222]\'','\'(4.055556-11.833334]\'','\'(-6.388889-0.055556]\'','\'(-inf-0.166667]\'','\'(-5.055556-inf)\'','\'(8.722223-20.166666]\'','\'(0.527998-0.617328]\'','\'(-0.287933-inf)\'',negative
'\'(151.5-inf)\'','\'(49.5-149.5]\'','\'All\'','\'All\'','\'All\'','\'(0.277778-0.611111]\'','\'(0.269415-5.498149]\'','\'(0.277778-4.527778]\'','\'(0.211111-9.557409]\'','\'(6.851852-17.166666]\'','\'(4.055556-6.388889]\'','\'(8.833334-19.833335]\'','\'(4.055556-11.833334]\'','\'(-9.388889--6.388889]\'','\'(14.722223-23.055555]\'','\'(-13.722223--8.5]\'','\'(8.722223-20.166666]\'','\'(0.617328-0.716915]\'','\'(-inf--2.018778]\'',negative
'\'(-inf-151.5]\'','\'(49.5-149.5]\'','\'All\'','\'All\'','\'All\'','\'(0.277778-0.611111]\'','\'(0.033333-0.269415]\'','\'(0.277778-4.527778]\'','\'(0.211111-9.557409]\'','\'(-inf-3.796296]\'','\'(-inf-4.055556]\'','\'(-inf-4.722222]\'','\'(-inf-1.722222]\'','\'(-6.388889-0.055556]\'','\'(5.388889-14.722223]\'','\'(-5.055556-inf)\'','\'(-inf-5.388889]\'','\'(0.716915-inf)\'','\'(-inf--2.018778]\'',negative
'\'(-inf-151.5]\'','\'(149.5-inf)\'','\'All\'','\'All\'','\'All\'','\'(0.611111-2.277778]\'','\'(0.269415-5.498149]\'','\'(0.277778-4.527778]\'','\'(0.211111-9.557409]\'','\'(28.685185-inf)\'','\'(26.222222-inf)\'','\'(38.444447-inf)\'','\'(22.166666-inf)\'','\'(-inf--9.388889]\'','\'(29.5-inf)\'','\'(-inf--20.5]\'','\'(38.444447-inf)\'','\'(-inf-0.368386]\'','\'(-inf--2.018778]\'',negative
'\'(-inf-151.5]\'','\'(49.5-149.5]\'','\'All\'','\'All\'','\'All\'','\'(0.277778-0.611111]\'','\'(0.269415-5.498149]\'','\'(0.277778-4.527778]\'','\'(0.211111-9.557409]\'','\'(28.685185-inf)\'','\'(26.222222-inf)\'','\'(38.444447-inf)\'','\'(22.166666-inf)\'','\'(-inf--9.388889]\'','\'(29.5-inf)\'','\'(-inf--20.5]\'','\'(38.444447-inf)\'','\'(-inf-0.368386]\'','\'(-inf--2.018778]\'',negative
'\'(-inf-151.5]\'','\'(49.5-149.5]\'','\'All\'','\'All\'','\'All\'','\'(2.277778-inf)\'','\'(5.498149-inf)\'','\'(4.527778-inf)\'','\'(9.557409-inf)\'','\'(6.851852-17.166666]\'','\'(8.611111-16.944445]\'','\'(19.833335-38.444447]\'','\'(4.055556-11.833334]\'','\'(-inf--9.388889]\'','\'(23.055555-29.5]\'','\'(-13.722223--8.5]\'','\'(20.166666-38.444447]\'','\'(0.617328-0.716915]\'','\'(-inf--2.018778]\'',negative
'\'(151.5-inf)\'','\'(149.5-inf)\'','\'All\'','\'All\'','\'All\'','\'(2.277778-inf)\'','\'(0.269415-5.498149]\'','\'(0.277778-4.527778]\'','\'(0.211111-9.557409]\'','\'(17.166666-28.685185]\'','\'(8.611111-16.944445]\'','\'(8.833334-19.833335]\'','\'(22.166666-inf)\'','\'(-inf--9.388889]\'','\'(-inf-0.166667]\'','\'(-5.055556-inf)\'','\'(20.166666-38.444447]\'','\'(0.368386-0.451453]\'','\'(-0.287933-inf)\'',negative
'\'(-inf-151.5]\'','\'(49.5-149.5]\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.277778]\'','\'(-inf-0.033333]\'','\'(0.277778-4.527778]\'','\'(0.02963-0.211111]\'','\'(-inf-3.796296]\'','\'(-inf-4.055556]\'','\'(4.722222-6.166667]\'','\'(-inf-1.722222]\'','\'(-6.388889-0.055556]\'','\'(5.388889-14.722223]\'','\'(-6.388889--5.055556]\'','\'(5.388889-6.611111]\'','\'(0.716915-inf)\'','\'(-2.018778--1.889446]\'',negative
'\'(-inf-151.5]\'','\'(49.5-149.5]\'','\'All\'','\'All\'','\'All\'','\'(0.611111-2.277778]\'','\'(0.269415-5.498149]\'','\'(0.277778-4.527778]\'','\'(0.211111-9.557409]\'','\'(-inf-3.796296]\'','\'(-inf-4.055556]\'','\'(-inf-4.722222]\'','\'(-inf-1.722222]\'','\'(-6.388889-0.055556]\'','\'(5.388889-14.722223]\'','\'(-5.055556-inf)\'','\'(-inf-5.388889]\'','\'(0.716915-inf)\'','\'(-inf--2.018778]\'',negative
'\'(-inf-151.5]\'','\'(49.5-149.5]\'','\'All\'','\'All\'','\'All\'','\'(0.611111-2.277778]\'','\'(0.269415-5.498149]\'','\'(0.277778-4.527778]\'','\'(0.211111-9.557409]\'','\'(17.166666-28.685185]\'','\'(8.611111-16.944445]\'','\'(19.833335-38.444447]\'','\'(11.833334-18.055555]\'','\'(-inf--9.388889]\'','\'(23.055555-29.5]\'','\'(-13.722223--8.5]\'','\'(20.166666-38.444447]\'','\'(0.368386-0.451453]\'','\'(-inf--2.018778]\'',negative
'\'(-inf-151.5]\'','\'(149.5-inf)\'','\'All\'','\'All\'','\'All\'','\'(0.611111-2.277778]\'','\'(0.269415-5.498149]\'','\'(0.277778-4.527778]\'','\'(0.211111-9.557409]\'','\'(6.851852-17.166666]\'','\'(8.611111-16.944445]\'','\'(8.833334-19.833335]\'','\'(11.833334-18.055555]\'','\'(-9.388889--6.388889]\'','\'(-inf-0.166667]\'','\'(-5.055556-inf)\'','\'(8.722223-20.166666]\'','\'(0.368386-0.451453]\'','\'(-0.287933-inf)\'',negative
'\'(151.5-inf)\'','\'(149.5-inf)\'','\'All\'','\'All\'','\'All\'','\'(0.611111-2.277778]\'','\'(0.269415-5.498149]\'','\'(0.277778-4.527778]\'','\'(0.211111-9.557409]\'','\'(6.851852-17.166666]\'','\'(8.611111-16.944445]\'','\'(8.833334-19.833335]\'','\'(18.055555-22.166666]\'','\'(-inf--9.388889]\'','\'(0.166667-2.055556]\'','\'(-5.055556-inf)\'','\'(8.722223-20.166666]\'','\'(0.368386-0.451453]\'','\'(-0.287933-inf)\'',negative
'\'(-inf-151.5]\'','\'(149.5-inf)\'','\'All\'','\'All\'','\'All\'','\'(0.611111-2.277778]\'','\'(0.269415-5.498149]\'','\'(0.277778-4.527778]\'','\'(0.211111-9.557409]\'','\'(17.166666-28.685185]\'','\'(8.611111-16.944445]\'','\'(8.833334-19.833335]\'','\'(22.166666-inf)\'','\'(-9.388889--6.388889]\'','\'(-inf-0.166667]\'','\'(-5.055556-inf)\'','\'(20.166666-38.444447]\'','\'(-inf-0.368386]\'','\'(-0.287933-inf)\'',negative
'\'(151.5-inf)\'','\'(49.5-149.5]\'','\'All\'','\'All\'','\'All\'','\'(0.277778-0.611111]\'','\'(0.033333-0.269415]\'','\'(0.277778-4.527778]\'','\'(0.02963-0.211111]\'','\'(4.907407-6.851852]\'','\'(6.388889-8.611111]\'','\'(6.166667-8.833334]\'','\'(2.722222-4.055556]\'','\'(0.055556-inf)\'','\'(2.055556-5.388889]\'','\'(-8.5--6.388889]\'','\'(6.611111-8.722223]\'','\'(0.527998-0.617328]\'','\'(-1.51262--0.287933]\'',positive
'\'(151.5-inf)\'','\'(49.5-149.5]\'','\'All\'','\'All\'','\'All\'','\'(0.611111-2.277778]\'','\'(0.269415-5.498149]\'','\'(0.277778-4.527778]\'','\'(0.211111-9.557409]\'','\'(-inf-3.796296]\'','\'(-inf-4.055556]\'','\'(4.722222-6.166667]\'','\'(1.722222-2.722222]\'','\'(-6.388889-0.055556]\'','\'(5.388889-14.722223]\'','\'(-5.055556-inf)\'','\'(5.388889-6.611111]\'','\'(0.617328-0.716915]\'','\'(-inf--2.018778]\'',negative
'\'(-inf-151.5]\'','\'(49.5-149.5]\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.277778]\'','\'(0.033333-0.269415]\'','\'(-inf-0.277778]\'','\'(0.02963-0.211111]\'','\'(-inf-3.796296]\'','\'(-inf-4.055556]\'','\'(-inf-4.722222]\'','\'(-inf-1.722222]\'','\'(-6.388889-0.055556]\'','\'(0.166667-2.055556]\'','\'(-5.055556-inf)\'','\'(-inf-5.388889]\'','\'(-inf-0.368386]\'','\'(-inf--2.018778]\'',negative
